,img_path,class,age_class,mask_class,gender_class,age,re_age_class1,re_age_class2,re_age_class3,re_labeled_class1,re_labeled_class2,re_labeled_class3
52,000009_female_Asian_56/mask4.jpg,4,1,0,1,56,1,1,1,4,4,4
53,000009_female_Asian_56/incorrect_mask.jpg,10,1,1,1,56,1,1,1,10,10,10
54,000009_female_Asian_56/normal.jpg,16,1,2,1,56,1,1,1,16,16,16
55,000009_female_Asian_56/mask3.jpg,4,1,0,1,56,1,1,1,4,4,4
56,000010_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
57,000010_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
58,000010_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
59,000010_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
60,000010_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
61,000010_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
62,000010_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
63,000012_male_Asian_57/mask1.jpg,1,1,0,0,57,1,1,1,1,1,1
64,000012_male_Asian_57/mask5.jpg,1,1,0,0,57,1,1,1,1,1,1
65,000012_male_Asian_57/mask2.jpg,1,1,0,0,57,1,1,1,1,1,1
66,000012_male_Asian_57/mask4.jpg,1,1,0,0,57,1,1,1,1,1,1
67,000012_male_Asian_57/incorrect_mask.jpg,7,1,1,0,57,1,1,1,7,7,7
68,000012_male_Asian_57/normal.jpg,13,1,2,0,57,1,1,1,13,13,13
69,000012_male_Asian_57/mask3.jpg,1,1,0,0,57,1,1,1,1,1,1
70,000014_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
71,000014_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
72,000014_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
73,000014_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
74,000014_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
75,000014_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
76,000014_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
77,000015_male_Asian_55/mask1.jpg,1,1,0,0,55,1,1,1,1,1,1
78,000015_male_Asian_55/mask5.jpg,1,1,0,0,55,1,1,1,1,1,1
79,000015_male_Asian_55/mask2.jpg,1,1,0,0,55,1,1,1,1,1,1
80,000015_male_Asian_55/mask4.jpg,1,1,0,0,55,1,1,1,1,1,1
81,000015_male_Asian_55/incorrect_mask.jpg,7,1,1,0,55,1,1,1,7,7,7
82,000015_male_Asian_55/normal.jpg,13,1,2,0,55,1,1,1,13,13,13
83,000015_male_Asian_55/mask3.jpg,1,1,0,0,55,1,1,1,1,1,1
84,000016_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
85,000016_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
86,000016_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
87,000016_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
88,000016_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
89,000016_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
90,000016_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
91,000018_female_Asian_59/mask1.jpg,4,1,0,1,59,2,2,2,5,5,5
92,000018_female_Asian_59/mask5.jpg,4,1,0,1,59,2,2,2,5,5,5
93,000018_female_Asian_59/mask2.jpg,4,1,0,1,59,2,2,2,5,5,5
94,000018_female_Asian_59/mask4.jpg,4,1,0,1,59,2,2,2,5,5,5
95,000018_female_Asian_59/incorrect_mask.jpg,10,1,1,1,59,2,2,2,11,11,11
96,000018_female_Asian_59/normal.jpg,16,1,2,1,59,2,2,2,17,17,17
97,000018_female_Asian_59/mask3.jpg,4,1,0,1,59,2,2,2,5,5,5
98,000019_female_Asian_57/mask1.jpg,4,1,0,1,57,1,1,1,4,4,4
99,000019_female_Asian_57/mask5.jpg,4,1,0,1,57,1,1,1,4,4,4
100,000019_female_Asian_57/mask2.jpg,4,1,0,1,57,1,1,1,4,4,4
101,000019_female_Asian_57/mask4.jpg,4,1,0,1,57,1,1,1,4,4,4
102,000019_female_Asian_57/incorrect_mask.jpg,10,1,1,1,57,1,1,1,10,10,10
103,000019_female_Asian_57/normal.jpg,16,1,2,1,57,1,1,1,16,16,16
104,000019_female_Asian_57/mask3.jpg,4,1,0,1,57,1,1,1,4,4,4
105,000020_female_Asian_50/mask1.jpg,4,1,0,1,50,1,1,1,4,4,4
106,000020_female_Asian_50/mask5.jpg,4,1,0,1,50,1,1,1,4,4,4
107,000020_female_Asian_50/mask2.jpg,4,1,0,1,50,1,1,1,4,4,4
108,000020_female_Asian_50/mask4.jpg,4,1,0,1,50,1,1,1,4,4,4
109,000020_female_Asian_50/incorrect_mask.jpg,10,1,1,1,50,1,1,1,10,10,10
110,000020_female_Asian_50/normal.jpg,16,1,2,1,50,1,1,1,16,16,16
111,000020_female_Asian_50/mask3.jpg,4,1,0,1,50,1,1,1,4,4,4
112,000021_female_Asian_54/mask1.jpg,4,1,0,1,54,1,1,1,4,4,4
113,000021_female_Asian_54/mask5.jpg,4,1,0,1,54,1,1,1,4,4,4
114,000021_female_Asian_54/mask2.jpg,4,1,0,1,54,1,1,1,4,4,4
115,000021_female_Asian_54/mask4.jpg,4,1,0,1,54,1,1,1,4,4,4
116,000021_female_Asian_54/incorrect_mask.jpg,10,1,1,1,54,1,1,1,10,10,10
117,000021_female_Asian_54/normal.jpg,16,1,2,1,54,1,1,1,16,16,16
118,000021_female_Asian_54/mask3.jpg,4,1,0,1,54,1,1,1,4,4,4
119,000022_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
120,000022_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
121,000022_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
122,000022_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
123,000022_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
124,000022_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
125,000022_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
126,000023_female_Asian_55/mask1.jpg,4,1,0,1,55,1,1,1,4,4,4
127,000023_female_Asian_55/mask5.jpg,4,1,0,1,55,1,1,1,4,4,4
128,000023_female_Asian_55/mask2.jpg,4,1,0,1,55,1,1,1,4,4,4
129,000023_female_Asian_55/mask4.jpg,4,1,0,1,55,1,1,1,4,4,4
130,000023_female_Asian_55/incorrect_mask.jpg,10,1,1,1,55,1,1,1,10,10,10
131,000023_female_Asian_55/normal.jpg,16,1,2,1,55,1,1,1,16,16,16
132,000023_female_Asian_55/mask3.jpg,4,1,0,1,55,1,1,1,4,4,4
133,000024_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
134,000024_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
135,000024_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
136,000024_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
137,000024_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
138,000024_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
139,000024_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
140,000025_female_Asian_49/mask1.jpg,4,1,0,1,49,1,1,1,4,4,4
141,000025_female_Asian_49/mask5.jpg,4,1,0,1,49,1,1,1,4,4,4
142,000025_female_Asian_49/mask2.jpg,4,1,0,1,49,1,1,1,4,4,4
143,000025_female_Asian_49/mask4.jpg,4,1,0,1,49,1,1,1,4,4,4
144,000025_female_Asian_49/incorrect_mask.jpg,10,1,1,1,49,1,1,1,10,10,10
145,000025_female_Asian_49/normal.jpg,16,1,2,1,49,1,1,1,16,16,16
146,000025_female_Asian_49/mask3.jpg,4,1,0,1,49,1,1,1,4,4,4
147,000026_female_Asian_56/mask1.jpg,4,1,0,1,56,1,1,1,4,4,4
148,000026_female_Asian_56/mask5.jpg,4,1,0,1,56,1,1,1,4,4,4
149,000026_female_Asian_56/mask2.jpg,4,1,0,1,56,1,1,1,4,4,4
150,000026_female_Asian_56/mask4.jpg,4,1,0,1,56,1,1,1,4,4,4
151,000026_female_Asian_56/incorrect_mask.jpg,10,1,1,1,56,1,1,1,10,10,10
152,000026_female_Asian_56/normal.jpg,16,1,2,1,56,1,1,1,16,16,16
153,000026_female_Asian_56/mask3.jpg,4,1,0,1,56,1,1,1,4,4,4
154,000028_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
155,000028_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
156,000028_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
157,000028_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
158,000028_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
159,000028_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
160,000028_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
161,000029_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
162,000029_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
163,000029_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
164,000029_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
165,000029_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
166,000029_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
167,000029_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
168,000030_female_Asian_55/mask1.jpg,4,1,0,1,55,1,1,1,4,4,4
169,000030_female_Asian_55/mask5.jpg,4,1,0,1,55,1,1,1,4,4,4
170,000030_female_Asian_55/mask2.jpg,4,1,0,1,55,1,1,1,4,4,4
171,000030_female_Asian_55/mask4.jpg,4,1,0,1,55,1,1,1,4,4,4
172,000030_female_Asian_55/incorrect_mask.jpg,10,1,1,1,55,1,1,1,10,10,10
173,000030_female_Asian_55/normal.jpg,16,1,2,1,55,1,1,1,16,16,16
174,000030_female_Asian_55/mask3.jpg,4,1,0,1,55,1,1,1,4,4,4
175,000031_female_Asian_54/mask1.jpg,4,1,0,1,54,1,1,1,4,4,4
176,000031_female_Asian_54/mask5.jpg,4,1,0,1,54,1,1,1,4,4,4
177,000031_female_Asian_54/mask2.jpg,4,1,0,1,54,1,1,1,4,4,4
178,000031_female_Asian_54/mask4.jpg,4,1,0,1,54,1,1,1,4,4,4
179,000031_female_Asian_54/incorrect_mask.jpg,10,1,1,1,54,1,1,1,10,10,10
180,000031_female_Asian_54/normal.jpg,16,1,2,1,54,1,1,1,16,16,16
181,000031_female_Asian_54/mask3.jpg,4,1,0,1,54,1,1,1,4,4,4
182,000033_male_Asian_57/mask1.jpg,1,1,0,0,57,1,1,1,1,1,1
183,000033_male_Asian_57/mask5.jpg,1,1,0,0,57,1,1,1,1,1,1
184,000033_male_Asian_57/mask2.jpg,1,1,0,0,57,1,1,1,1,1,1
185,000033_male_Asian_57/mask4.jpg,1,1,0,0,57,1,1,1,1,1,1
186,000033_male_Asian_57/incorrect_mask.jpg,7,1,1,0,57,1,1,1,7,7,7
187,000033_male_Asian_57/normal.jpg,13,1,2,0,57,1,1,1,13,13,13
188,000033_male_Asian_57/mask3.jpg,1,1,0,0,57,1,1,1,1,1,1
189,000034_female_Asian_55/mask1.jpg,4,1,0,1,55,1,1,1,4,4,4
190,000034_female_Asian_55/mask5.jpg,4,1,0,1,55,1,1,1,4,4,4
191,000034_female_Asian_55/mask2.jpg,4,1,0,1,55,1,1,1,4,4,4
192,000034_female_Asian_55/mask4.jpg,4,1,0,1,55,1,1,1,4,4,4
193,000034_female_Asian_55/incorrect_mask.jpg,10,1,1,1,55,1,1,1,10,10,10
194,000034_female_Asian_55/normal.jpg,16,1,2,1,55,1,1,1,16,16,16
195,000034_female_Asian_55/mask3.jpg,4,1,0,1,55,1,1,1,4,4,4
196,000036_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
197,000036_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
198,000036_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
199,000036_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
200,000036_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
201,000036_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
202,000036_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
203,000037_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
204,000037_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
205,000037_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
206,000037_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
207,000037_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
208,000037_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
209,000037_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
210,000038_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
211,000038_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
212,000038_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
213,000038_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
214,000038_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
215,000038_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
216,000038_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
217,000039_female_Asian_57/mask1.jpg,4,1,0,1,57,1,1,1,4,4,4
218,000039_female_Asian_57/mask5.jpg,4,1,0,1,57,1,1,1,4,4,4
219,000039_female_Asian_57/mask2.jpg,4,1,0,1,57,1,1,1,4,4,4
220,000039_female_Asian_57/mask4.jpg,4,1,0,1,57,1,1,1,4,4,4
221,000039_female_Asian_57/incorrect_mask.jpg,10,1,1,1,57,1,1,1,10,10,10
222,000039_female_Asian_57/normal.jpg,16,1,2,1,57,1,1,1,16,16,16
223,000039_female_Asian_57/mask3.jpg,4,1,0,1,57,1,1,1,4,4,4
224,000040_female_Asian_57/mask1.jpg,4,1,0,1,57,1,1,1,4,4,4
225,000040_female_Asian_57/mask5.jpg,4,1,0,1,57,1,1,1,4,4,4
226,000040_female_Asian_57/mask2.jpg,4,1,0,1,57,1,1,1,4,4,4
227,000040_female_Asian_57/mask4.jpg,4,1,0,1,57,1,1,1,4,4,4
228,000040_female_Asian_57/incorrect_mask.jpg,10,1,1,1,57,1,1,1,10,10,10
229,000040_female_Asian_57/normal.jpg,16,1,2,1,57,1,1,1,16,16,16
230,000040_female_Asian_57/mask3.jpg,4,1,0,1,57,1,1,1,4,4,4
231,000041_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
232,000041_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
233,000041_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
234,000041_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
235,000041_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
236,000041_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
237,000041_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
238,000043_male_Asian_56/mask1.jpg,1,1,0,0,56,1,1,1,1,1,1
239,000043_male_Asian_56/mask5.jpg,1,1,0,0,56,1,1,1,1,1,1
240,000043_male_Asian_56/mask2.jpg,1,1,0,0,56,1,1,1,1,1,1
241,000043_male_Asian_56/mask4.jpg,1,1,0,0,56,1,1,1,1,1,1
242,000043_male_Asian_56/incorrect_mask.jpg,7,1,1,0,56,1,1,1,7,7,7
243,000043_male_Asian_56/normal.jpg,13,1,2,0,56,1,1,1,13,13,13
244,000043_male_Asian_56/mask3.jpg,1,1,0,0,56,1,1,1,1,1,1
245,000044_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
246,000044_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
247,000044_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
248,000044_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
249,000044_female_Asian_58/incorrect_mask.jpg,10,1,1,1,58,1,2,2,10,11,11
250,000044_female_Asian_58/normal.jpg,16,1,2,1,58,1,2,2,16,17,17
251,000044_female_Asian_58/mask3.jpg,4,1,0,1,58,1,2,2,4,5,5
252,000045_female_Asian_56/mask1.jpg,4,1,0,1,56,1,1,1,4,4,4
253,000045_female_Asian_56/mask5.jpg,4,1,0,1,56,1,1,1,4,4,4
254,000045_female_Asian_56/mask2.jpg,4,1,0,1,56,1,1,1,4,4,4
255,000045_female_Asian_56/mask4.jpg,4,1,0,1,56,1,1,1,4,4,4
256,000045_female_Asian_56/incorrect_mask.jpg,10,1,1,1,56,1,1,1,10,10,10
257,000045_female_Asian_56/normal.jpg,16,1,2,1,56,1,1,1,16,16,16
258,000045_female_Asian_56/mask3.jpg,4,1,0,1,56,1,1,1,4,4,4
259,000046_male_Asian_55/mask1.jpg,1,1,0,0,55,1,1,1,1,1,1
260,000046_male_Asian_55/mask5.jpg,1,1,0,0,55,1,1,1,1,1,1
261,000046_male_Asian_55/mask2.jpg,1,1,0,0,55,1,1,1,1,1,1
262,000046_male_Asian_55/mask4.jpg,1,1,0,0,55,1,1,1,1,1,1
263,000046_male_Asian_55/incorrect_mask.jpg,7,1,1,0,55,1,1,1,7,7,7
264,000046_male_Asian_55/normal.jpg,13,1,2,0,55,1,1,1,13,13,13
265,000046_male_Asian_55/mask3.jpg,1,1,0,0,55,1,1,1,1,1,1
266,000047_male_Asian_58/mask1.jpg,1,1,0,0,58,1,2,2,1,2,2
267,000047_male_Asian_58/mask5.jpg,1,1,0,0,58,1,2,2,1,2,2
268,000047_male_Asian_58/mask2.jpg,1,1,0,0,58,1,2,2,1,2,2
269,000047_male_Asian_58/mask4.jpg,1,1,0,0,58,1,2,2,1,2,2
270,000047_male_Asian_58/incorrect_mask.jpg,7,1,1,0,58,1,2,2,7,8,8
271,000047_male_Asian_58/normal.jpg,13,1,2,0,58,1,2,2,13,14,14
272,000047_male_Asian_58/mask3.jpg,1,1,0,0,58,1,2,2,1,2,2
273,000048_female_Asian_57/mask1.jpg,4,1,0,1,57,1,1,1,4,4,4
274,000048_female_Asian_57/mask5.jpg,4,1,0,1,57,1,1,1,4,4,4
275,000048_female_Asian_57/mask2.jpg,4,1,0,1,57,1,1,1,4,4,4
276,000048_female_Asian_57/mask4.jpg,4,1,0,1,57,1,1,1,4,4,4
277,000048_female_Asian_57/incorrect_mask.jpg,10,1,1,1,57,1,1,1,10,10,10
278,000048_female_Asian_57/normal.jpg,16,1,2,1,57,1,1,1,16,16,16
279,000048_female_Asian_57/mask3.jpg,4,1,0,1,57,1,1,1,4,4,4
280,000062_female_Asian_55/mask1.jpg,4,1,0,1,55,1,1,1,4,4,4
281,000062_female_Asian_55/mask5.jpg,4,1,0,1,55,1,1,1,4,4,4
282,000062_female_Asian_55/mask2.jpg,4,1,0,1,55,1,1,1,4,4,4
283,000062_female_Asian_55/mask4.jpg,4,1,0,1,55,1,1,1,4,4,4
284,000062_female_Asian_55/incorrect_mask.jpg,10,1,1,1,55,1,1,1,10,10,10
285,000062_female_Asian_55/normal.jpg,16,1,2,1,55,1,1,1,16,16,16
286,000062_female_Asian_55/mask3.jpg,4,1,0,1,55,1,1,1,4,4,4
287,000064_male_Asian_59/mask1.jpg,1,1,0,0,59,2,2,2,2,2,2
288,000064_male_Asian_59/mask5.jpg,1,1,0,0,59,2,2,2,2,2,2
289,000064_male_Asian_59/mask2.jpg,1,1,0,0,59,2,2,2,2,2,2
290,000064_male_Asian_59/mask4.jpg,1,1,0,0,59,2,2,2,2,2,2
291,000064_male_Asian_59/incorrect_mask.jpg,7,1,1,0,59,2,2,2,8,8,8
292,000064_male_Asian_59/normal.jpg,13,1,2,0,59,2,2,2,14,14,14
293,000064_male_Asian_59/mask3.jpg,1,1,0,0,59,2,2,2,2,2,2
294,000066_female_Asian_53/mask1.jpg,4,1,0,1,53,1,1,1,4,4,4
295,000066_female_Asian_53/mask5.jpg,4,1,0,1,53,1,1,1,4,4,4
296,000066_female_Asian_53/mask2.jpg,4,1,0,1,53,1,1,1,4,4,4
297,000066_female_Asian_53/mask4.jpg,4,1,0,1,53,1,1,1,4,4,4
298,000066_female_Asian_53/incorrect_mask.jpg,10,1,1,1,53,1,1,1,10,10,10
299,000066_female_Asian_53/normal.jpg,16,1,2,1,53,1,1,1,16,16,16
300,000066_female_Asian_53/mask3.jpg,4,1,0,1,53,1,1,1,4,4,4
301,000067_female_Asian_54/mask1.jpg,4,1,0,1,54,1,1,1,4,4,4
302,000067_female_Asian_54/mask5.jpg,4,1,0,1,54,1,1,1,4,4,4
303,000067_female_Asian_54/mask2.jpg,4,1,0,1,54,1,1,1,4,4,4
304,000067_female_Asian_54/mask4.jpg,4,1,0,1,54,1,1,1,4,4,4
305,000067_female_Asian_54/incorrect_mask.jpg,10,1,1,1,54,1,1,1,10,10,10
306,000067_female_Asian_54/normal.jpg,16,1,2,1,54,1,1,1,16,16,16
307,000067_female_Asian_54/mask3.jpg,4,1,0,1,54,1,1,1,4,4,4
308,000069_female_Asian_54/mask1.jpg,4,1,0,1,54,1,1,1,4,4,4
309,000069_female_Asian_54/mask5.jpg,4,1,0,1,54,1,1,1,4,4,4
310,000069_female_Asian_54/mask2.jpg,4,1,0,1,54,1,1,1,4,4,4
311,000069_female_Asian_54/mask4.jpg,4,1,0,1,54,1,1,1,4,4,4
312,000069_female_Asian_54/incorrect_mask.jpg,10,1,1,1,54,1,1,1,10,10,10
313,000069_female_Asian_54/normal.jpg,16,1,2,1,54,1,1,1,16,16,16
314,000069_female_Asian_54/mask3.jpg,4,1,0,1,54,1,1,1,4,4,4
315,000070_female_Asian_58/mask1.jpg,4,1,0,1,58,1,2,2,4,5,5
316,000070_female_Asian_58/mask5.jpg,4,1,0,1,58,1,2,2,4,5,5
317,000070_female_Asian_58/mask2.jpg,4,1,0,1,58,1,2,2,4,5,5
318,000070_female_Asian_58/mask4.jpg,4,1,0,1,58,1,2,2,4,5,5
